question,article_number,article_orig,index
هل يمكن لصاحب العمل إنهاء خدمة العامل بسبب المرض قبل استنفاد الإجازة المحددة في النظام؟,82,"لا يجــوز لصــاحب العمــل إنهــاء خدمــة العامــل بســبب المــرض ، قبــل اســتنفاذه المــدد المحــددة للإجــازة المنصــوص عليهــا فــي هــذا 
النظام ، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.",84
ما هــو حق العامــل إذا مــرض خلال إجازته السنوية؟,82,"لا يجــوز لصــاحب العمــل إنهــاء خدمــة العامــل بســبب المــرض ، قبــل اســتنفاذه المــدد المحــددة للإجــازة المنصــوص عليهــا فــي هــذا 
النظام ، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.",84
هل يجوز لصاحب العمل فصل العامل إذا لم يستنفد الإجازة المرضية المنصوص عليها في النظام؟,82,"لا يجــوز لصــاحب العمــل إنهــاء خدمــة العامــل بســبب المــرض ، قبــل اســتنفاذه المــدد المحــددة للإجــازة المنصــوص عليهــا فــي هــذا 
النظام ، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.",84
هل يحق للعامل وصل الإجازة السنوية بإجازته المرضية؟,82,"لا يجــوز لصــاحب العمــل إنهــاء خدمــة العامــل بســبب المــرض ، قبــل اســتنفاذه المــدد المحــددة للإجــازة المنصــوص عليهــا فــي هــذا 
النظام ، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.",84
ما الإجراءات التي يجب اتباعها عند مرض العامل فيما يتعلق بتنظيم الإجازة السنوية والمرضية؟,82,"لا يجــوز لصــاحب العمــل إنهــاء خدمــة العامــل بســبب المــرض ، قبــل اســتنفاذه المــدد المحــددة للإجــازة المنصــوص عليهــا فــي هــذا 
النظام ، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.",84
ما هو الشرط الذي يمكن لصاحب العمل فرضه على العامل فيما يتعلق بعدم منافسته بعد انتهاء العقد؟,83,"45 

1. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بمعرفـــة عمـــلاء صـــاحب العمـــل , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشــروعة - أن يشــترط علــى العامــل ألا يقــوم بعــد انتهــاء العقــد بمنافســته ، ويجــب لصــحة هــذا الشــرط أن يكــون مُحــرراً 
ومُحـــدداً ، مـــن حيـــث الزمـــان والمكـــان ونـــوع العمـــل ، ويجـــب ألا تزيـــد مدتـــه علـــى ســـنتين مـــن تـــاريخ انتهـــاء العلاقـــة بـــين 
الطرفين . 

2. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بـــالاطلاع علـــى أســـرار عملـــه , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشـــروعة - أن يشـــترط علـــى العامـــل ألا يقـــوم بعـــد انتهـــاء العقـــد بإفشـــاء أســـراره ، ويجـــب لصـــحة هـــذا الشـــرط أن يكـــون 
محرراً ومحدداً ، من حيث الزمان والمكان ونوع العمل . 

3. اســتثناء مــن أحكــام هــذا النظــام ، لصــاحب العمــل رفــع دعــوى خــلال ســنة مــن تــاريخ اكتشــاف مخالفــة العامــل لأي مــن 

التزاماته الواردة في هذه المادة . 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

45- عدلت هذه المادة بالمرسوم الملكي رقم )م/46( وتاريخ 5/6/1436هـ . 

 
25",85
هل يمكن لصاحب العمل إلزام العامل بعدم إفشاء أسراره بعد انتهاء العقد؟,83,"45 

1. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بمعرفـــة عمـــلاء صـــاحب العمـــل , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشــروعة - أن يشــترط علــى العامــل ألا يقــوم بعــد انتهــاء العقــد بمنافســته ، ويجــب لصــحة هــذا الشــرط أن يكــون مُحــرراً 
ومُحـــدداً ، مـــن حيـــث الزمـــان والمكـــان ونـــوع العمـــل ، ويجـــب ألا تزيـــد مدتـــه علـــى ســـنتين مـــن تـــاريخ انتهـــاء العلاقـــة بـــين 
الطرفين . 

2. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بـــالاطلاع علـــى أســـرار عملـــه , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشـــروعة - أن يشـــترط علـــى العامـــل ألا يقـــوم بعـــد انتهـــاء العقـــد بإفشـــاء أســـراره ، ويجـــب لصـــحة هـــذا الشـــرط أن يكـــون 
محرراً ومحدداً ، من حيث الزمان والمكان ونوع العمل . 

3. اســتثناء مــن أحكــام هــذا النظــام ، لصــاحب العمــل رفــع دعــوى خــلال ســنة مــن تــاريخ اكتشــاف مخالفــة العامــل لأي مــن 

التزاماته الواردة في هذه المادة . 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

45- عدلت هذه المادة بالمرسوم الملكي رقم )م/46( وتاريخ 5/6/1436هـ . 

 
25",85
ما هي الشروط التي يجب أن تتوفر ليكون شرط عدم المنافسة بين العامل وصاحب العمل صحيحاً؟,83,"45 

1. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بمعرفـــة عمـــلاء صـــاحب العمـــل , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشــروعة - أن يشــترط علــى العامــل ألا يقــوم بعــد انتهــاء العقــد بمنافســته ، ويجــب لصــحة هــذا الشــرط أن يكــون مُحــرراً 
ومُحـــدداً ، مـــن حيـــث الزمـــان والمكـــان ونـــوع العمـــل ، ويجـــب ألا تزيـــد مدتـــه علـــى ســـنتين مـــن تـــاريخ انتهـــاء العلاقـــة بـــين 
الطرفين . 

2. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بـــالاطلاع علـــى أســـرار عملـــه , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشـــروعة - أن يشـــترط علـــى العامـــل ألا يقـــوم بعـــد انتهـــاء العقـــد بإفشـــاء أســـراره ، ويجـــب لصـــحة هـــذا الشـــرط أن يكـــون 
محرراً ومحدداً ، من حيث الزمان والمكان ونوع العمل . 

3. اســتثناء مــن أحكــام هــذا النظــام ، لصــاحب العمــل رفــع دعــوى خــلال ســنة مــن تــاريخ اكتشــاف مخالفــة العامــل لأي مــن 

التزاماته الواردة في هذه المادة . 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

45- عدلت هذه المادة بالمرسوم الملكي رقم )م/46( وتاريخ 5/6/1436هـ . 

 
25",85
ما المدة القصوى التي يمكن أن يشترط فيها صاحب العمل عدم منافسة العامل بعد انتهاء العلاقة؟,83,"45 

1. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بمعرفـــة عمـــلاء صـــاحب العمـــل , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشــروعة - أن يشــترط علــى العامــل ألا يقــوم بعــد انتهــاء العقــد بمنافســته ، ويجــب لصــحة هــذا الشــرط أن يكــون مُحــرراً 
ومُحـــدداً ، مـــن حيـــث الزمـــان والمكـــان ونـــوع العمـــل ، ويجـــب ألا تزيـــد مدتـــه علـــى ســـنتين مـــن تـــاريخ انتهـــاء العلاقـــة بـــين 
الطرفين . 

2. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بـــالاطلاع علـــى أســـرار عملـــه , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشـــروعة - أن يشـــترط علـــى العامـــل ألا يقـــوم بعـــد انتهـــاء العقـــد بإفشـــاء أســـراره ، ويجـــب لصـــحة هـــذا الشـــرط أن يكـــون 
محرراً ومحدداً ، من حيث الزمان والمكان ونوع العمل . 

3. اســتثناء مــن أحكــام هــذا النظــام ، لصــاحب العمــل رفــع دعــوى خــلال ســنة مــن تــاريخ اكتشــاف مخالفــة العامــل لأي مــن 

التزاماته الواردة في هذه المادة . 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

45- عدلت هذه المادة بالمرسوم الملكي رقم )م/46( وتاريخ 5/6/1436هـ . 

 
25",85
ما هي الفترة الزمنية التي يمكن لصاحب العمل خلالها رفع دعوى ضد العامل بناءً على مخالفته لأي من التزاماته؟,83,"45 

1. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بمعرفـــة عمـــلاء صـــاحب العمـــل , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشــروعة - أن يشــترط علــى العامــل ألا يقــوم بعــد انتهــاء العقــد بمنافســته ، ويجــب لصــحة هــذا الشــرط أن يكــون مُحــرراً 
ومُحـــدداً ، مـــن حيـــث الزمـــان والمكـــان ونـــوع العمـــل ، ويجـــب ألا تزيـــد مدتـــه علـــى ســـنتين مـــن تـــاريخ انتهـــاء العلاقـــة بـــين 
الطرفين . 

2. إذا كـــان العمـــل المنـــوط بالعامـــل يســـمح لـــه بـــالاطلاع علـــى أســـرار عملـــه , جـــاز لصـــاحب العمـــل - حمايـــةً لمصـــالحه 

المشـــروعة - أن يشـــترط علـــى العامـــل ألا يقـــوم بعـــد انتهـــاء العقـــد بإفشـــاء أســـراره ، ويجـــب لصـــحة هـــذا الشـــرط أن يكـــون 
محرراً ومحدداً ، من حيث الزمان والمكان ونوع العمل . 

3. اســتثناء مــن أحكــام هــذا النظــام ، لصــاحب العمــل رفــع دعــوى خــلال ســنة مــن تــاريخ اكتشــاف مخالفــة العامــل لأي مــن 

التزاماته الواردة في هذه المادة . 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

45- عدلت هذه المادة بالمرسوم الملكي رقم )م/46( وتاريخ 5/6/1436هـ . 

 
25",85
كيف يتم حساب مكافأة نهاية الخدمة إذا انهت علاقة العمل بعد الخدمة لمدة ست سنوات؟,84,"إذا انتهــت علاقــة العمــل وجــب علــى صــاحب العمــل أن يــدفع إلــى العامــل مكافــأة عــن مــدة خدمتــه تحســب علــى أســاس أجــر نصــف 

شــهر عــن كــل ســنة مــن الســنوات الخمــس الأولــى، وأجــر شــهر عــن كــل ســنة مــن الســنوات التاليــة، ويتخــذ الأجــر الأخيــر أساســاً لحســاب 

المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .",86
ماذا يجب على صاحب العمل عمله عند انتهاء علاقة العمل بالنسبة لمكافأة العامل؟,84,"إذا انتهــت علاقــة العمــل وجــب علــى صــاحب العمــل أن يــدفع إلــى العامــل مكافــأة عــن مــدة خدمتــه تحســب علــى أســاس أجــر نصــف 

شــهر عــن كــل ســنة مــن الســنوات الخمــس الأولــى، وأجــر شــهر عــن كــل ســنة مــن الســنوات التاليــة، ويتخــذ الأجــر الأخيــر أساســاً لحســاب 

المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .",86
كيف يتم احتساب المكافأة للسنوات التي تتجاوز الخمس سنوات الأولى في علاقة العمل؟,84,"إذا انتهــت علاقــة العمــل وجــب علــى صــاحب العمــل أن يــدفع إلــى العامــل مكافــأة عــن مــدة خدمتــه تحســب علــى أســاس أجــر نصــف 

شــهر عــن كــل ســنة مــن الســنوات الخمــس الأولــى، وأجــر شــهر عــن كــل ســنة مــن الســنوات التاليــة، ويتخــذ الأجــر الأخيــر أساســاً لحســاب 

المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .",86
عند حساب المكافأة، على أي أساس يتعين استخدام الأجر الأخير للعامل؟,84,"إذا انتهــت علاقــة العمــل وجــب علــى صــاحب العمــل أن يــدفع إلــى العامــل مكافــأة عــن مــدة خدمتــه تحســب علــى أســاس أجــر نصــف 

شــهر عــن كــل ســنة مــن الســنوات الخمــس الأولــى، وأجــر شــهر عــن كــل ســنة مــن الســنوات التاليــة، ويتخــذ الأجــر الأخيــر أساســاً لحســاب 

المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .",86
هل يستحق العامل مكافأة عن الأجزاء التي عملها من السنة الأخيرة وكيف يتم حسابها؟,84,"إذا انتهــت علاقــة العمــل وجــب علــى صــاحب العمــل أن يــدفع إلــى العامــل مكافــأة عــن مــدة خدمتــه تحســب علــى أســاس أجــر نصــف 

شــهر عــن كــل ســنة مــن الســنوات الخمــس الأولــى، وأجــر شــهر عــن كــل ســنة مــن الســنوات التاليــة، ويتخــذ الأجــر الأخيــر أساســاً لحســاب 

المكافأة ، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل .",86
ما هي نسبة المكافأة التي يستحقها العامل عند استقالته بعد خدمة متتالية لمدة ثلاث سنوات؟,85,"إذا كــان انتهــاء علاقــة العمــل بســبب اســتقالة العامــل يســتحق فــي هــذه الحالــة ثلــث المكافــأة بعــد خدمــة لا تقــل مــدتها عــن ســنتين 
متتـــاليتين ، ولا تزيـــد علـــى خمـــس ســـنوات ، ويســـتحق ثلثيهـــا إذا زادت مـــدة خدمتـــه علـــى خمـــس ســـنوات متتاليـــة ولـــم تبلـــغ عشـــر 
سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",87
كم يستحق العامل من مكافأة نهاية الخدمة إذا استقال بعد خدمة لمدة تزيد عن خمس سنوات ولكن أقل من عشر سنوات متتالية؟,85,"إذا كــان انتهــاء علاقــة العمــل بســبب اســتقالة العامــل يســتحق فــي هــذه الحالــة ثلــث المكافــأة بعــد خدمــة لا تقــل مــدتها عــن ســنتين 
متتـــاليتين ، ولا تزيـــد علـــى خمـــس ســـنوات ، ويســـتحق ثلثيهـــا إذا زادت مـــدة خدمتـــه علـــى خمـــس ســـنوات متتاليـــة ولـــم تبلـــغ عشـــر 
سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",87
هل العامل الذي عمل لمدة عشر سنوات أو أكثر يستحق مكافأة نهاية الخدمة كاملة عند الاستقالة؟,85,"إذا كــان انتهــاء علاقــة العمــل بســبب اســتقالة العامــل يســتحق فــي هــذه الحالــة ثلــث المكافــأة بعــد خدمــة لا تقــل مــدتها عــن ســنتين 
متتـــاليتين ، ولا تزيـــد علـــى خمـــس ســـنوات ، ويســـتحق ثلثيهـــا إذا زادت مـــدة خدمتـــه علـــى خمـــس ســـنوات متتاليـــة ولـــم تبلـــغ عشـــر 
سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",87
ما هي شروط استحقاق ثلث المكافأة للعامل عند استقالته؟,85,"إذا كــان انتهــاء علاقــة العمــل بســبب اســتقالة العامــل يســتحق فــي هــذه الحالــة ثلــث المكافــأة بعــد خدمــة لا تقــل مــدتها عــن ســنتين 
متتـــاليتين ، ولا تزيـــد علـــى خمـــس ســـنوات ، ويســـتحق ثلثيهـــا إذا زادت مـــدة خدمتـــه علـــى خمـــس ســـنوات متتاليـــة ولـــم تبلـــغ عشـــر 
سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",87
ما هي المدة الدنيا التي يجب أن يعملها العامل ليستحق ثلث مكافأة نهاية الخدمة في حال استقالته؟,85,"إذا كــان انتهــاء علاقــة العمــل بســبب اســتقالة العامــل يســتحق فــي هــذه الحالــة ثلــث المكافــأة بعــد خدمــة لا تقــل مــدتها عــن ســنتين 
متتـــاليتين ، ولا تزيـــد علـــى خمـــس ســـنوات ، ويســـتحق ثلثيهـــا إذا زادت مـــدة خدمتـــه علـــى خمـــس ســـنوات متتاليـــة ولـــم تبلـــغ عشـــر 
سنوات ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر .",87
هل يمكن الاتفاق على استبعاد بعض مبالغ العمولات من الأجر الذي تحسب عليه مكافأة نهاية الخدمة؟,86,"اســتثناء مــن حكــم المــادة )الثامنــة( مــن هــذا النظــام ، يجــوز الاتفــاق علــى ألا تحســب فــي الأجــر الــذي تســوى علــى أساســه مكافــأة 
نهايــة الخدمــة جميــع مبــالغ العمــولات أو بعضــها والنســب المئويــة عــن ثمــن المبيعــات ومــا أشــبه ذلــك مــن عناصــر الأجــر الــذي 
يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص .",88
ما هي العناصر التي يمكن استثناؤها من الأجر الذي تحسب عليه مكافأة نهاية الخدمة بموجب المادة السادسة والثمانون؟,86,"اســتثناء مــن حكــم المــادة )الثامنــة( مــن هــذا النظــام ، يجــوز الاتفــاق علــى ألا تحســب فــي الأجــر الــذي تســوى علــى أساســه مكافــأة 
نهايــة الخدمــة جميــع مبــالغ العمــولات أو بعضــها والنســب المئويــة عــن ثمــن المبيعــات ومــا أشــبه ذلــك مــن عناصــر الأجــر الــذي 
يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص .",88
هل يمكن لراتب العامل أن يتضمن عمولات لا تحتسب في مكافأة نهاية الخدمة؟,86,"اســتثناء مــن حكــم المــادة )الثامنــة( مــن هــذا النظــام ، يجــوز الاتفــاق علــى ألا تحســب فــي الأجــر الــذي تســوى علــى أساســه مكافــأة 
نهايــة الخدمــة جميــع مبــالغ العمــولات أو بعضــها والنســب المئويــة عــن ثمــن المبيعــات ومــا أشــبه ذلــك مــن عناصــر الأجــر الــذي 
يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص .",88
هل يجوز استبعاد النسب المئوية عن ثمن المبيعات من حساب مكافأة نهاية الخدمة؟,86,"اســتثناء مــن حكــم المــادة )الثامنــة( مــن هــذا النظــام ، يجــوز الاتفــاق علــى ألا تحســب فــي الأجــر الــذي تســوى علــى أساســه مكافــأة 
نهايــة الخدمــة جميــع مبــالغ العمــولات أو بعضــها والنســب المئويــة عــن ثمــن المبيعــات ومــا أشــبه ذلــك مــن عناصــر الأجــر الــذي 
يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص .",88
ما هي الحالات التي يسمح فيها بعدم احتساب مبالغ معينة في مكافأة نهاية الخدمة حسب النظام السعودي؟,86,"اســتثناء مــن حكــم المــادة )الثامنــة( مــن هــذا النظــام ، يجــوز الاتفــاق علــى ألا تحســب فــي الأجــر الــذي تســوى علــى أساســه مكافــأة 
نهايــة الخدمــة جميــع مبــالغ العمــولات أو بعضــها والنســب المئويــة عــن ثمــن المبيعــات ومــا أشــبه ذلــك مــن عناصــر الأجــر الــذي 
يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص .",88
ما هي الحالات التي يستحق العامل فيها المكافأة كاملة عند ترك العمل بسبب ظروف قاهرة؟,87,"اســتثناءً ممــا ورد فــي المــادة )الخامســة والثمــانين( مــن هــذا النظــام تســتحق المكافــأة كاملــة فــي حالــة تــرك العامــل العمــل نتيجــة 
لقــوة قــاهرة خارجــة عــن إرادتــه ، كمــا تســتحقها العاملــة إذا أنهــت العقــد خــلال ســتة أشــهر مــن تــاريخ عقــد زواجهــا أو ثلاثــة أشــهر مــن 
تاريخ وضعها.",89
هل تستحق العاملة مكافأة إذا أنهت العقد بعد زواجها بفترة محددة؟,87,"اســتثناءً ممــا ورد فــي المــادة )الخامســة والثمــانين( مــن هــذا النظــام تســتحق المكافــأة كاملــة فــي حالــة تــرك العامــل العمــل نتيجــة 
لقــوة قــاهرة خارجــة عــن إرادتــه ، كمــا تســتحقها العاملــة إذا أنهــت العقــد خــلال ســتة أشــهر مــن تــاريخ عقــد زواجهــا أو ثلاثــة أشــهر مــن 
تاريخ وضعها.",89
في حال قامت العاملة بإنهاء عقدها بعد ثلاثة أشهر من وضعها، هل تستحق المكافأة كاملة؟,87,"اســتثناءً ممــا ورد فــي المــادة )الخامســة والثمــانين( مــن هــذا النظــام تســتحق المكافــأة كاملــة فــي حالــة تــرك العامــل العمــل نتيجــة 
لقــوة قــاهرة خارجــة عــن إرادتــه ، كمــا تســتحقها العاملــة إذا أنهــت العقــد خــلال ســتة أشــهر مــن تــاريخ عقــد زواجهــا أو ثلاثــة أشــهر مــن 
تاريخ وضعها.",89
ما هو الاستثناء الذي يرد على المادة الخامسة والثمانين بخصوص المكافآت المنصوص عليها في قانون العمل السعودي؟,87,"اســتثناءً ممــا ورد فــي المــادة )الخامســة والثمــانين( مــن هــذا النظــام تســتحق المكافــأة كاملــة فــي حالــة تــرك العامــل العمــل نتيجــة 
لقــوة قــاهرة خارجــة عــن إرادتــه ، كمــا تســتحقها العاملــة إذا أنهــت العقــد خــلال ســتة أشــهر مــن تــاريخ عقــد زواجهــا أو ثلاثــة أشــهر مــن 
تاريخ وضعها.",89
هل تستحق العاملة مكافأة كاملة إذا أنهت عقدها خلال ستة أشهر من تاريخ عقد الزواج؟,87,"اســتثناءً ممــا ورد فــي المــادة )الخامســة والثمــانين( مــن هــذا النظــام تســتحق المكافــأة كاملــة فــي حالــة تــرك العامــل العمــل نتيجــة 
لقــوة قــاهرة خارجــة عــن إرادتــه ، كمــا تســتحقها العاملــة إذا أنهــت العقــد خــلال ســتة أشــهر مــن تــاريخ عقــد زواجهــا أو ثلاثــة أشــهر مــن 
تاريخ وضعها.",89
ما هو الوقت المحدد لصاحب العمل لدفع أجر العامل وتصفية حقوقه بعد انتهاء الخدمة وفقًا للمادة الثامنة والثمانون؟,88,"إذا انتهـــت خدمـــة العامـــل وجـــب علـــى صـــاحب العمـــل دفـــع أجـــره وتصـــفية حقوقـــه خـــلال أســـبوع - علـــى الأكثـــر - مـــن تـــاريخ انتهـــاء 
العلاقــة العقديــة . أمــا إذا كــان العامــل هــو الــذي أنهــى العقــد ، وجــب علــى صــاحب العمــل تصــفية حقوقــه كاملــة خــلال مــدة لا تزيــد 
على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل . 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
26 

 
 
 
 
 

 

06",90
في حالة إنهاء العامل للعقد، ما هي المدة القصوى لتصفية حقوقه من قبل صاحب العمل وفقًا للمادة الثامنة والثمانون؟,88,"إذا انتهـــت خدمـــة العامـــل وجـــب علـــى صـــاحب العمـــل دفـــع أجـــره وتصـــفية حقوقـــه خـــلال أســـبوع - علـــى الأكثـــر - مـــن تـــاريخ انتهـــاء 
العلاقــة العقديــة . أمــا إذا كــان العامــل هــو الــذي أنهــى العقــد ، وجــب علــى صــاحب العمــل تصــفية حقوقــه كاملــة خــلال مــدة لا تزيــد 
على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل . 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
26 

 
 
 
 
 

 

06",90
هل يحق لصاحب العمل خصم أي ديون مستحقة له من المبالغ المستحقة للعامل وفقًا للمادة الثامنة والثمانون؟,88,"إذا انتهـــت خدمـــة العامـــل وجـــب علـــى صـــاحب العمـــل دفـــع أجـــره وتصـــفية حقوقـــه خـــلال أســـبوع - علـــى الأكثـــر - مـــن تـــاريخ انتهـــاء 
العلاقــة العقديــة . أمــا إذا كــان العامــل هــو الــذي أنهــى العقــد ، وجــب علــى صــاحب العمــل تصــفية حقوقــه كاملــة خــلال مــدة لا تزيــد 
على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل . 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
26 

 
 
 
 
 

 

06",90
ماذا يتوجب على صاحب العمل القيام به بعد انتهاء علاقة العمل العقدية وفقًا للمادة الثامنة والثمانون؟,88,"إذا انتهـــت خدمـــة العامـــل وجـــب علـــى صـــاحب العمـــل دفـــع أجـــره وتصـــفية حقوقـــه خـــلال أســـبوع - علـــى الأكثـــر - مـــن تـــاريخ انتهـــاء 
العلاقــة العقديــة . أمــا إذا كــان العامــل هــو الــذي أنهــى العقــد ، وجــب علــى صــاحب العمــل تصــفية حقوقــه كاملــة خــلال مــدة لا تزيــد 
على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل . 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
26 

 
 
 
 
 

 

06",90
ما الفرق في المعاملة بين انتهاء خدمة العامل بإنهاء صاحب العمل للعقد وإنهاء العامل للعقد بحسب المادة الثامنة والثمانون؟,88,"إذا انتهـــت خدمـــة العامـــل وجـــب علـــى صـــاحب العمـــل دفـــع أجـــره وتصـــفية حقوقـــه خـــلال أســـبوع - علـــى الأكثـــر - مـــن تـــاريخ انتهـــاء 
العلاقــة العقديــة . أمــا إذا كــان العامــل هــو الــذي أنهــى العقــد ، وجــب علــى صــاحب العمــل تصــفية حقوقــه كاملــة خــلال مــدة لا تزيــد 
على أسبوعين. ولصاحب العمل أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل . 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
26 

 
 
 
 
 

 

06",90
ما هو الدور الذي يلعبه مجلس الوزراء فيما يتعلق بالحد الأدنى للأجور في السعودية؟,89,لمجلس الوزراء عند الاقتضاء – وبناء على اقتراح الوزير – وضع حد أدنى للأجور .,91
هل يحق للوزير اقتراح وضع حد أدنى للأجور؟,89,لمجلس الوزراء عند الاقتضاء – وبناء على اقتراح الوزير – وضع حد أدنى للأجور .,91
من الذي يمكنه اقتراح تطبيق حد أدنى للأجور طبقًا لنظام العمل السعودي؟,89,لمجلس الوزراء عند الاقتضاء – وبناء على اقتراح الوزير – وضع حد أدنى للأجور .,91
هل ينص نظام العمل السعودي على وضع حد أدنى للأجور؟,89,لمجلس الوزراء عند الاقتضاء – وبناء على اقتراح الوزير – وضع حد أدنى للأجور .,91
من يملك السلطة في السعودية للموافقة على حد أدنى للأجور؟,89,لمجلس الوزراء عند الاقتضاء – وبناء على اقتراح الوزير – وضع حد أدنى للأجور .,91
ما هو النظام المحدد لصرف أجور العمال الذين يعملون باليومية وما هو الحد الأدنى لدفع أجورهم؟,90,"46 

1. يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية : 

أ. العمال باليومية : تصرف أجورهم مرة كل أسبوع على الأقل . 

ب. العمال ذوو الأجور الشهرية : تصرف أجورهم مرة في الشهر . 

ج. إذا كــان العمــل يــؤدى بالقطعــة ، ويحتــاج لمــدة تزيــد علــى أســبوعين ؛ فيجــب أن يحصــل العامــل علــى دفعــة كــل أســبوع تتناســب 

مع ما أتمه من العمل ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل . 

د. في غير ما ذكر , تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل . 

2. تلـــزم المنشـــآت بـــدفع الأجـــور فـــي حســـابات العمـــال عـــن طريـــق البنـــوك المعتمـــدة فـــي المملكـــة ، بشـــرط ألا يتجـــاوز موعـــد 

استحقاقها المواعيد المحددة أعلاه ، ويجوز للوزير استثناء بعض المنشآت من ذلك .",92
كيف يتم دفع أجور العمال الذين يعملون بالقطعة وما هي الفترة المحددة لاستلام كامل أجورهم؟,90,"46 

1. يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية : 

أ. العمال باليومية : تصرف أجورهم مرة كل أسبوع على الأقل . 

ب. العمال ذوو الأجور الشهرية : تصرف أجورهم مرة في الشهر . 

ج. إذا كــان العمــل يــؤدى بالقطعــة ، ويحتــاج لمــدة تزيــد علــى أســبوعين ؛ فيجــب أن يحصــل العامــل علــى دفعــة كــل أســبوع تتناســب 

مع ما أتمه من العمل ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل . 

د. في غير ما ذكر , تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل . 

2. تلـــزم المنشـــآت بـــدفع الأجـــور فـــي حســـابات العمـــال عـــن طريـــق البنـــوك المعتمـــدة فـــي المملكـــة ، بشـــرط ألا يتجـــاوز موعـــد 

استحقاقها المواعيد المحددة أعلاه ، ويجوز للوزير استثناء بعض المنشآت من ذلك .",92
